Date,Open,High,Low,Close,Adj Close,Volume
2016-08-08,1.108770,1.110600,1.107371,1.108955,1.108955,0
2016-08-09,1.108684,1.112200,1.107200,1.108365,1.108365,0
2016-08-10,1.111815,1.120000,1.111815,1.111580,1.111580,0
2016-08-11,1.118606,1.119094,1.113800,1.118643,1.118643,0
2016-08-12,1.113896,1.122000,1.113263,1.113908,1.113908,0
2016-08-15,1.116695,1.120574,1.115548,1.116695,1.116695,0
2016-08-16,1.118443,1.132375,1.117943,1.118406,1.118406,0
2016-08-17,1.127904,1.129433,1.125600,1.127599,1.127599,0
2016-08-18,1.130199,1.134044,1.129612,1.129892,1.129892,0
2016-08-19,1.134945,1.135203,1.130600,1.134945,1.134945,0
2016-08-22,1.130071,1.133273,1.127396,1.129816,1.129816,0
2016-08-23,1.131862,1.135718,1.131000,1.131926,1.131926,0
2016-08-24,1.130327,1.131350,1.124600,1.130084,1.130084,0
2016-08-25,1.126253,1.130000,1.126063,1.126380,1.126380,0
2016-08-26,1.128923,1.134044,1.123469,1.129050,1.129050,0
2016-08-29,1.119695,1.121001,1.116071,1.119946,1.119946,0
2016-08-30,1.119194,1.119194,1.114000,1.119282,1.119282,0
2016-08-31,1.115076,1.116445,1.112595,1.115324,1.115324,0
2016-09-01,1.115822,1.120000,1.112999,1.116071,1.116071,0
2016-09-02,1.120072,1.125113,1.115400,1.120072,1.120072,0
2016-09-05,1.116071,1.118443,1.114132,1.116196,1.116196,0
2016-09-06,1.115200,1.125400,1.114455,1.115324,1.115324,0
2016-09-07,1.124859,1.126507,1.123280,1.125366,1.125366,0
2016-09-08,1.124101,1.132999,1.123848,1.124101,1.124101,0
2016-09-09,1.126888,1.128668,1.120600,1.127142,1.127142,0
2016-09-12,1.124101,1.126253,1.121466,1.124113,1.124113,0
2016-09-13,1.124126,1.126001,1.122000,1.124354,1.124354,0
2016-09-14,1.121957,1.127523,1.121453,1.121869,1.121869,0
2016-09-15,1.124543,1.128159,1.122095,1.124733,1.124733,0
2016-09-16,1.124796,1.124986,1.115600,1.124594,1.124594,0
2016-09-19,1.116071,1.121000,1.115399,1.115847,1.115847,0
2016-09-20,1.117943,1.121328,1.116600,1.118068,1.118068,0
2016-09-21,1.115573,1.116944,1.112599,1.115399,1.115399,0
2016-09-22,1.119319,1.125873,1.118206,1.119319,1.119319,0
2016-09-23,1.120951,1.123000,1.119600,1.121013,1.121013,0
2016-09-26,1.123974,1.127904,1.122200,1.123924,1.123924,0
2016-09-27,1.125075,1.126001,1.119400,1.124986,1.124986,0
2016-09-28,1.121831,1.123722,1.118401,1.121957,1.121957,0
2016-09-29,1.122460,1.125000,1.119946,1.122498,1.122498,0
2016-09-30,1.122208,1.125000,1.115400,1.121957,1.121957,0
2016-10-03,1.123595,1.124354,1.120600,1.123469,1.123469,0
2016-10-04,1.121328,1.125000,1.114000,1.121039,1.121039,0
2016-10-05,1.121076,1.124000,1.119200,1.121076,1.121076,0
2016-10-06,1.120825,1.121202,1.114951,1.120825,1.120825,0
2016-10-07,1.114579,1.120197,1.110600,1.114455,1.114455,0
2016-10-10,1.119545,1.120197,1.115076,1.119695,1.119695,0
2016-10-11,1.114330,1.114330,1.105600,1.114082,1.114082,0
2016-10-12,1.106195,1.106195,1.100600,1.106195,1.106195,0
2016-10-13,1.101322,1.104850,1.098601,1.101188,1.101188,0
2016-10-14,1.104972,1.105828,1.098539,1.104972,1.104972,0
2016-10-17,1.096852,1.101200,1.096527,1.096780,1.096780,0
2016-10-18,1.101200,1.102901,1.097200,1.101564,1.101564,0
2016-10-19,1.097574,1.100473,1.095600,1.097695,1.097695,0
2016-10-20,1.097574,1.102901,1.091601,1.097514,1.097514,0
2016-10-21,1.093028,1.093135,1.086248,1.093040,1.093040,0
2016-10-24,1.088495,1.090200,1.086048,1.088258,1.088258,0
2016-10-25,1.087548,1.090000,1.085340,1.087548,1.087548,0
2016-10-26,1.088720,1.094811,1.087666,1.088732,1.088732,0
2016-10-27,1.091107,1.094212,1.089396,1.091203,1.091203,0
2016-10-28,1.090001,1.095290,1.089752,1.090037,1.090037,0
2016-10-31,1.098418,1.098418,1.093924,1.098467,1.098467,0
2016-11-01,1.097333,1.105094,1.096179,1.097333,1.097333,0
2016-11-02,1.105950,1.111976,1.105156,1.105705,1.105705,0
2016-11-03,1.109755,1.112842,1.106085,1.109755,1.109755,0
2016-11-04,1.110248,1.112595,1.108402,1.110248,1.110248,0
2016-11-07,1.109632,1.111235,1.103387,1.110124,1.110124,0
2016-11-08,1.105046,1.106807,1.103059,1.105217,1.105217,0
2016-11-09,1.102050,1.130199,1.093398,1.101904,1.101904,0
2016-11-10,1.092037,1.095530,1.086610,1.092061,1.092061,0
2016-11-11,1.088969,1.092538,1.085700,1.088969,1.088969,0
2016-11-14,1.082603,1.087429,1.071080,1.082485,1.082485,0
2016-11-15,1.074691,1.081666,1.072370,1.075038,1.075038,0
2016-11-16,1.072616,1.076079,1.067122,1.072731,1.072731,0
2016-11-17,1.070549,1.075038,1.066691,1.070664,1.070664,0
2016-11-18,1.062473,1.064000,1.057306,1.062304,1.062304,0
2016-11-21,1.058537,1.065100,1.058537,1.058425,1.058425,0
2016-11-22,1.063875,1.065871,1.058728,1.063886,1.063886,0
2016-11-23,1.063411,1.064509,1.052964,1.063377,1.063377,0
2016-11-24,1.054630,1.058761,1.052255,1.054519,1.054519,0
2016-11-25,1.056412,1.062812,1.054107,1.056189,1.056189,0
2016-11-28,1.061121,1.068490,1.056747,1.061233,1.061233,0
2016-11-29,1.062022,1.063400,1.056859,1.062135,1.062135,0
2016-11-30,1.064849,1.066700,1.058500,1.064849,1.064849,0
2016-12-01,1.059210,1.063717,1.058761,1.059210,1.059210,0
2016-12-02,1.066325,1.069176,1.062800,1.066314,1.066314,0
2016-12-05,1.057083,1.074114,1.054185,1.058201,1.058201,0
2016-12-06,1.075847,1.078516,1.072600,1.075732,1.075732,0
2016-12-07,1.071926,1.076900,1.071352,1.072041,1.072041,0
2016-12-08,1.076009,1.085658,1.061000,1.076195,1.076195,0
2016-12-09,1.062135,1.063151,1.053841,1.062135,1.062135,0
2016-12-12,1.054630,1.062699,1.052742,1.054741,1.054741,0
2016-12-13,1.064283,1.065303,1.060670,1.064169,1.064169,0
2016-12-14,1.063038,1.066667,1.061500,1.062925,1.062925,0
2016-12-15,1.051525,1.052521,1.040366,1.051414,1.051414,0
2016-12-16,1.041775,1.047230,1.040366,1.041884,1.041884,0
2016-12-19,1.044823,1.048196,1.041341,1.044998,1.044998,0
2016-12-20,1.040475,1.041992,1.035518,1.040583,1.040583,0
2016-12-21,1.039393,1.045151,1.038530,1.039047,1.039047,0
2016-12-22,1.042753,1.049759,1.042753,1.042862,1.042862,0
2016-12-23,1.043950,1.046792,1.042970,1.043765,1.043765,0
2016-12-26,1.045588,1.047011,1.044600,1.045478,1.045478,0
2016-12-27,1.045577,1.046134,1.043536,1.045697,1.045697,0
2016-12-28,1.046244,1.048218,1.038745,1.046233,1.046233,0
2016-12-29,1.041775,1.049098,1.041775,1.041699,1.041699,0
2016-12-30,1.056904,1.059098,1.051000,1.057530,1.057530,0
2017-01-02,1.053075,1.054074,1.046572,1.052698,1.052698,0
2017-01-03,1.045916,1.049208,1.034768,1.046003,1.046003,0
2017-01-04,1.041840,1.047889,1.039134,1.041992,1.041992,0
2017-01-05,1.049869,1.060895,1.048658,1.050089,1.050089,0
2017-01-06,1.060558,1.060895,1.053963,1.060592,1.060592,0
2017-01-09,1.053408,1.056078,1.051348,1.053186,1.053186,0
2017-01-10,1.058761,1.062586,1.056189,1.058862,1.058862,0
2017-01-11,1.055409,1.056747,1.045697,1.055242,1.055242,0
2017-01-12,1.059659,1.068604,1.057530,1.059771,1.059771,0
2017-01-13,1.061797,1.066780,1.060000,1.061684,1.061684,0
2017-01-16,1.062688,1.063343,1.058134,1.062869,1.062869,0
2017-01-17,1.060389,1.071800,1.060142,1.060299,1.060299,0
2017-01-18,1.069782,1.071467,1.065962,1.069679,1.069679,0
2017-01-19,1.062948,1.067680,1.058974,1.062778,1.062778,0
2017-01-20,1.066132,1.069519,1.062677,1.065973,1.065973,0
2017-01-23,1.071146,1.075616,1.070836,1.071375,1.071375,0
2017-01-24,1.075755,1.077284,1.072777,1.076079,1.076079,0
2017-01-25,1.072789,1.076878,1.071214,1.072869,1.072869,0
2017-01-26,1.075500,1.076658,1.067065,1.075199,1.075199,0
2017-01-27,1.068285,1.072478,1.066053,1.068296,1.068296,0
2017-01-30,1.071915,1.074033,1.062090,1.071398,1.071398,0
2017-01-31,1.070710,1.081034,1.068604,1.070859,1.070859,0
2017-02-01,1.080264,1.080847,1.073941,1.080380,1.080380,0
2017-02-02,1.076844,1.082661,1.076844,1.076739,1.076739,0
2017-02-03,1.076334,1.079715,1.072892,1.076171,1.076171,0
2017-02-06,1.078341,1.078888,1.070664,1.078295,1.078295,0
2017-02-07,1.074322,1.074345,1.065678,1.074322,1.074322,0
2017-02-08,1.067897,1.070744,1.064215,1.067806,1.067806,0
2017-02-09,1.069210,1.071008,1.065735,1.069221,1.069221,0
2017-02-10,1.065689,1.066894,1.060985,1.065859,1.065859,0
2017-02-13,1.061932,1.065803,1.059345,1.061954,1.061954,0
2017-02-14,1.059917,1.063321,1.056178,1.059850,1.059850,0
2017-02-15,1.057865,1.058795,1.052211,1.057832,1.057832,0
2017-02-16,1.060187,1.067475,1.060052,1.060738,1.060738,0
2017-02-17,1.066701,1.067692,1.062586,1.067225,1.067225,0
2017-02-20,1.062677,1.063151,1.060524,1.062665,1.062665,0
2017-02-21,1.061030,1.061256,1.052665,1.060940,1.060940,0
2017-02-22,1.054218,1.055621,1.049681,1.054207,1.054207,0
2017-02-23,1.055175,1.059502,1.053896,1.055409,1.055409,0
2017-02-24,1.058470,1.061808,1.056625,1.058447,1.058447,0
2017-02-27,1.055286,1.061458,1.055286,1.055275,1.055275,0
2017-02-28,1.058279,1.062699,1.057664,1.058425,1.058425,0
2017-03-01,1.056926,1.058806,1.051525,1.056915,1.056915,0
2017-03-02,1.053630,1.054519,1.050045,1.053585,1.053585,0
2017-03-03,1.050851,1.057373,1.050354,1.050972,1.050972,0
2017-03-06,1.061875,1.063807,1.057820,1.062045,1.062045,0
2017-03-07,1.058123,1.060400,1.056078,1.057921,1.057921,0
2017-03-08,1.056893,1.057530,1.053730,1.057015,1.057015,0
2017-03-09,1.054407,1.061402,1.052565,1.054741,1.054741,0
2017-03-10,1.058134,1.066906,1.058134,1.057843,1.057843,0
2017-03-13,1.068799,1.071582,1.065689,1.069004,1.069004,0
2017-03-14,1.065201,1.066212,1.062744,1.065144,1.065144,0
2017-03-15,1.061244,1.064100,1.061053,1.061244,1.061244,0
2017-03-16,1.073791,1.074576,1.070710,1.073791,1.073791,0
2017-03-17,1.077052,1.078300,1.072984,1.077470,1.077470,0
2017-03-20,1.074229,1.077700,1.074229,1.074299,1.074299,0
2017-03-21,1.073676,1.081900,1.073676,1.073768,1.073768,0
2017-03-22,1.081128,1.082075,1.077656,1.081245,1.081245,0
2017-03-23,1.078970,1.080497,1.077052,1.079016,1.079016,0
2017-03-24,1.078400,1.081198,1.076160,1.078388,1.078388,0
2017-03-27,1.084599,1.090489,1.083905,1.084952,1.084952,0
2017-03-28,1.086272,1.087429,1.084693,1.086095,1.086095,0
2017-03-29,1.081748,1.082649,1.074091,1.081771,1.081771,0
2017-03-30,1.075998,1.076900,1.072191,1.075963,1.075963,0
2017-03-31,1.068753,1.070091,1.067225,1.068707,1.068707,0
2017-04-03,1.066815,1.068376,1.064373,1.066883,1.066883,0
2017-04-04,1.067019,1.067464,1.063683,1.067008,1.067008,0
2017-04-05,1.067954,1.068913,1.065405,1.068034,1.068034,0
2017-04-06,1.067327,1.068399,1.063196,1.067247,1.067247,0
2017-04-07,1.064305,1.066041,1.061166,1.064464,1.064464,0
2017-04-10,1.058425,1.060783,1.057038,1.058201,1.058201,0
2017-04-11,1.059782,1.062948,1.057921,1.059760,1.059760,0
2017-04-12,1.060963,1.062383,1.059659,1.061132,1.061132,0
2017-04-13,1.067156,1.067806,1.061177,1.067065,1.067065,0
2017-04-14,1.061797,1.063151,1.060704,1.061639,1.061639,0
2017-04-17,1.061121,1.066985,1.060974,1.061053,1.061053,0
2017-04-18,1.064385,1.070859,1.063796,1.064453,1.064453,0
2017-04-19,1.072835,1.073653,1.070160,1.072869,1.072869,0
2017-04-20,1.071490,1.077819,1.071065,1.071501,1.071501,0
2017-04-21,1.071329,1.073756,1.068707,1.071490,1.071490,0
2017-04-24,1.087536,1.087800,1.082169,1.087394,1.087394,0
2017-04-25,1.086768,1.094092,1.085199,1.086484,1.086484,0
2017-04-26,1.092848,1.095074,1.086071,1.092825,1.092825,0
2017-04-27,1.090929,1.093075,1.085258,1.090893,1.090893,0
2017-04-28,1.086673,1.094811,1.085824,1.086425,1.086425,0
2017-05-01,1.090608,1.092538,1.088542,1.090750,1.090750,0
2017-05-02,1.090965,1.092538,1.088910,1.090893,1.090893,0
2017-05-03,1.093565,1.093972,1.090572,1.093565,1.093565,0
2017-05-04,1.088874,1.096852,1.087630,1.088898,1.088898,0
2017-05-05,1.098141,1.099989,1.095326,1.098153,1.098153,0
2017-05-08,1.096696,1.099626,1.091953,1.096515,1.096515,0
2017-05-09,1.092729,1.093400,1.087264,1.092777,1.092777,0
2017-05-10,1.088696,1.090037,1.085941,1.088684,1.088684,0
2017-05-11,1.086673,1.089200,1.083999,1.087075,1.087075,0
2017-05-12,1.086602,1.093374,1.085765,1.086496,1.086496,0
2017-05-15,1.092801,1.099000,1.092323,1.092729,1.092729,0
2017-05-16,1.098068,1.108930,1.097960,1.098177,1.098177,0
2017-05-17,1.109570,1.115026,1.108316,1.109398,1.109398,0
2017-05-18,1.115424,1.117206,1.110494,1.115636,1.115636,0
2017-05-19,1.111086,1.119821,1.110075,1.111358,1.111358,0
2017-05-22,1.120235,1.126329,1.116233,1.120486,1.120486,0
2017-05-23,1.123709,1.126672,1.119633,1.123886,1.123886,0
2017-05-24,1.118093,1.120247,1.116944,1.117931,1.117931,0
2017-05-25,1.123116,1.125100,1.119557,1.123091,1.123091,0
2017-05-26,1.121064,1.123204,1.116346,1.121076,1.121076,0
2017-05-29,1.117518,1.119069,1.116296,1.117606,1.117606,0
2017-05-30,1.112941,1.120160,1.111074,1.112904,1.112904,0
2017-05-31,1.117368,1.125226,1.116582,1.117169,1.117169,0
2017-06-01,1.123823,1.125720,1.120310,1.124354,1.124354,0
2017-06-02,1.121328,1.128146,1.120624,1.121579,1.121579,0
2017-06-05,1.127548,1.127904,1.123621,1.128083,1.128083,0
2017-06-06,1.125822,1.127904,1.124126,1.125682,1.125682,0
2017-06-07,1.127053,1.127993,1.120523,1.127142,1.127142,0
2017-06-08,1.125467,1.127015,1.119645,1.125518,1.125518,0
2017-06-09,1.119319,1.121705,1.116782,1.118481,1.118481,0
2017-06-12,1.120235,1.123100,1.119407,1.120197,1.120197,0
2017-06-13,1.119909,1.122523,1.118581,1.119620,1.119620,0
2017-06-14,1.121076,1.129510,1.119858,1.120888,1.120888,0
2017-06-15,1.121617,1.122838,1.113363,1.121579,1.121579,0
2017-06-16,1.114740,1.119971,1.113908,1.114691,1.114691,0
2017-06-19,1.120335,1.121328,1.115984,1.120825,1.120825,0
2017-06-20,1.114467,1.116600,1.112087,1.114455,1.114455,0
2017-06-21,1.113635,1.115449,1.112867,1.113697,1.113697,0
2017-06-22,1.116844,1.117818,1.114715,1.116720,1.116720,0
2017-06-23,1.114976,1.120863,1.114628,1.114964,1.114964,0
2017-06-26,1.119971,1.121869,1.117256,1.119884,1.119884,0
2017-06-27,1.118068,1.133016,1.118055,1.118356,1.118356,0
2017-06-28,1.133684,1.138797,1.129727,1.133915,1.133915,0
2017-06-29,1.137799,1.143511,1.137799,1.138265,1.138265,0
2017-06-30,1.144047,1.144500,1.139289,1.144165,1.144165,0
2017-07-03,1.142505,1.142596,1.135693,1.142309,1.142309,0
2017-07-04,1.137527,1.137915,1.133787,1.137139,1.137139,0
2017-07-05,1.135989,1.136880,1.131503,1.136015,1.136015,0
2017-07-06,1.134494,1.140901,1.133067,1.134687,1.134687,0
2017-07-07,1.142126,1.143824,1.138291,1.142478,1.142478,0
2017-07-10,1.140641,1.141735,1.138304,1.140381,1.140381,0
2017-07-11,null,null,null,null,null,null
2017-07-12,1.147394,1.149100,1.139484,1.147394,1.147394,0
2017-07-13,1.141904,1.145528,1.137255,1.141891,1.141891,0
2017-07-14,1.140394,1.146684,1.139238,1.140394,1.140394,0
2017-07-17,1.147513,1.148726,1.143628,1.147539,1.147539,0
2017-07-18,1.147342,1.158480,1.147236,1.147434,1.147434,0
2017-07-19,1.154961,1.155321,1.151066,1.154974,1.154974,0
2017-07-20,1.152884,1.164999,1.148013,1.152844,1.152844,0
2017-07-21,1.162804,1.167515,1.162020,1.162872,1.162872,0
2017-07-24,1.168156,1.168170,1.163169,1.168170,1.168170,0
2017-07-25,1.163887,1.170686,1.163156,1.163887,1.163887,0
2017-07-26,1.164334,1.165501,1.161575,1.164456,1.164456,0
2017-07-27,1.173034,1.177496,1.165488,1.172800,1.172800,0
2017-07-28,1.169003,1.176332,1.167256,1.168866,1.168866,0
2017-07-31,1.174688,1.182466,1.172374,1.174729,1.174729,0
2017-08-01,1.182355,1.183754,1.179106,1.182410,1.182410,0
2017-08-02,1.180930,1.186760,1.179496,1.181126,1.181126,0
2017-08-03,1.185143,1.189485,1.183400,1.185115,1.185115,0
2017-08-04,1.188778,1.189100,1.173695,1.188495,1.188495,0
2017-08-07,1.177773,1.181251,1.177773,1.177842,1.177842,0
2017-08-08,1.180025,1.182452,1.171866,1.180094,1.180094,0
2017-08-09,1.175337,1.176028,1.169235,1.175461,1.175461,0
2017-08-10,1.176471,1.176471,1.170467,1.176152,1.176152,0
2017-08-11,1.176997,1.183180,1.174922,1.177024,1.177024,0
2017-08-14,1.182634,1.183999,1.177329,1.182550,1.182550,0
2017-08-15,1.177704,1.179245,1.168900,1.177579,1.177579,0
2017-08-16,1.173985,1.175751,1.168361,1.174122,1.174122,0
2017-08-17,1.177426,1.179023,1.166698,1.177426,1.177426,0
2017-08-18,1.171729,1.176817,1.171221,1.171550,1.171550,0
2017-08-21,1.175724,1.182466,1.173186,1.175627,1.175627,0
2017-08-22,1.181181,1.182592,1.174646,1.181195,1.181195,0
2017-08-23,1.176083,1.181865,1.174357,1.176221,1.176221,0
2017-08-24,1.181642,1.181893,1.178523,1.181656,1.181656,0
2017-08-25,1.179830,1.188425,1.177482,1.180220,1.180220,0
2017-08-28,1.195143,1.197605,1.191782,1.195186,1.195186,0
2017-08-29,1.196516,1.206695,1.196301,1.196387,1.196387,0
2017-08-30,1.197031,1.198610,1.189669,1.197046,1.197046,0
2017-08-31,1.189004,1.190816,1.182438,1.189343,1.189343,0
2017-09-01,1.191086,1.197863,1.185115,1.191043,1.191043,0
2017-09-04,1.188255,1.192321,1.187945,1.188284,1.188284,0
2017-09-05,1.189443,1.193816,1.187042,1.189343,1.189343,0
2017-09-06,1.192364,1.194929,1.190377,1.192407,1.192407,0
2017-09-07,1.192748,1.205691,1.191568,1.192777,1.192777,0
2017-09-08,1.202863,1.209336,1.201894,1.202906,1.202906,0
2017-09-11,1.201533,1.202935,1.196244,1.201764,1.201764,0
2017-09-12,1.195858,1.197748,1.192748,1.195943,1.195943,0
2017-09-13,1.197160,1.199600,1.188566,1.197461,1.197461,0
2017-09-14,1.189047,1.191001,1.184567,1.189061,1.189061,0
2017-09-15,1.192279,1.198552,1.190235,1.192165,1.192165,0
2017-09-18,1.193745,1.196888,1.191682,1.193716,1.193716,0
2017-09-19,1.196172,1.200538,1.196001,1.195929,1.195929,0
2017-09-20,1.199285,1.201923,1.198667,1.199256,1.199256,0
2017-09-21,1.187296,1.195357,1.186620,1.187211,1.187211,0
2017-09-22,1.194486,1.200250,1.194058,1.194558,1.194558,0
2017-09-25,1.192677,1.193887,1.185185,1.192720,1.192720,0
2017-09-26,1.185565,1.186380,1.176526,1.185565,1.185565,0
2017-09-27,1.178134,1.179523,1.171921,1.178606,1.178606,0
2017-09-28,1.175047,1.180275,1.172196,1.174964,1.174964,0
2017-09-29,1.178064,1.183194,1.177329,1.178175,1.178175,0
2017-10-02,1.180763,1.180763,1.173117,1.180735,1.180735,0
2017-10-03,1.173323,1.177163,1.169741,1.173378,1.173378,0
2017-10-04,1.174784,1.178675,1.174743,1.174757,1.174757,0
2017-10-05,1.175696,1.177995,1.170385,1.175724,1.175724,0
2017-10-06,1.171399,1.173874,1.167133,1.171234,1.171234,0
2017-10-09,1.174288,1.175088,1.172099,1.174246,1.174246,0
2017-10-10,1.174191,1.181768,1.174191,1.174164,1.174164,0
2017-10-11,1.181405,1.185804,1.179635,1.181488,1.181488,0
2017-10-12,1.186535,1.188072,1.183180,1.186549,1.186549,0
2017-10-13,1.183138,1.187437,1.180624,1.183180,1.183180,0
2017-10-16,1.181502,1.182103,1.178106,1.181405,1.181405,0
2017-10-17,1.179510,1.179510,1.173860,1.179454,1.179454,0
2017-10-18,1.177288,1.177981,1.173227,1.177191,1.177191,0
2017-10-19,1.179357,1.185719,1.176997,1.179523,1.179523,0
2017-10-20,1.185199,1.185804,1.176500,1.184806,1.184806,0
2017-10-23,1.175475,1.177899,1.173406,1.175364,1.175364,0
2017-10-24,1.175530,1.177718,1.174384,1.175917,1.175917,0
2017-10-25,1.175986,1.181754,1.175378,1.175903,1.175903,0
2017-10-26,1.182215,1.183558,1.169221,1.182075,1.182075,0
2017-10-27,1.163900,1.164415,1.157595,1.163724,1.163724,0
2017-10-30,1.160726,1.164280,1.159810,1.160456,1.160456,0
2017-10-31,1.164985,1.165895,1.162561,1.165270,1.165270,0
2017-11-01,1.165162,1.165746,1.160833,1.165175,1.165175,0
2017-11-02,1.162912,1.168730,1.162885,1.162872,1.162872,0
2017-11-03,1.166317,1.168675,1.160524,1.166181,1.166181,0
2017-11-06,1.161535,1.162656,1.158279,1.161494,1.161494,0
2017-11-07,1.161184,1.161710,1.155588,1.161265,1.161265,0
2017-11-08,1.160254,1.160955,1.158118,1.160106,1.160106,0
2017-11-09,1.159555,1.165257,1.158641,1.159689,1.159689,0
2017-11-10,1.164524,1.167515,1.162399,1.164687,1.164687,0
2017-11-13,1.166113,1.167515,1.163873,1.166113,1.166113,0
2017-11-14,1.166494,1.177413,1.166330,1.166494,1.166494,0
2017-11-15,1.179176,1.185944,1.178606,1.179287,1.179287,0
2017-11-16,null,null,null,null,null,null
2017-11-17,1.177732,1.182173,1.177468,1.177745,1.177745,0
2017-11-20,1.173213,1.180749,1.172594,1.173186,1.173186,0
2017-11-21,1.173874,1.175668,1.171550,1.174122,1.174122,0
2017-11-22,1.174095,1.179816,1.173557,1.173723,1.173723,0
2017-11-23,1.181516,1.185500,1.181447,1.181474,1.181474,0
2017-11-24,1.185087,1.194372,1.183726,1.185396,1.185396,0
2017-11-27,1.192876,1.196043,1.190816,1.192649,1.192649,0
2017-11-28,1.190405,1.192100,1.186746,1.190490,1.190490,0
2017-11-29,1.184974,1.188495,1.182005,1.184806,1.184806,0
2017-11-30,1.185003,1.192976,1.181502,1.185199,1.185199,0
2017-12-01,1.189910,1.193987,1.185213,1.189825,1.189825,0
2017-12-04,1.185705,1.187874,1.183124,1.185986,1.185986,0
2017-12-05,1.186859,1.187931,1.180889,1.186775,1.186775,0
2017-12-06,1.183054,1.184834,1.178134,1.183292,1.183292,0
2017-12-07,1.180498,1.180916,1.177718,1.180429,1.180429,0
2017-12-08,1.177440,1.177718,1.173186,1.177218,1.177218,0
2017-12-11,1.176928,1.181042,1.176886,1.176997,1.176997,0
2017-12-12,1.177718,1.179299,1.171893,1.177759,1.177759,0
2017-12-13,1.174357,1.177024,1.173048,1.174260,1.174260,0
2017-12-14,1.183992,1.185986,1.177163,1.183586,1.183586,0
2017-12-15,1.177523,1.181401,1.176166,1.177496,1.177496,0
2017-12-18,1.174674,1.183432,1.174315,1.174357,1.174357,0
2017-12-19,1.178287,1.183292,1.177704,1.178425,1.178425,0
2017-12-20,1.183712,1.190122,1.183012,1.184133,1.184133,0
2017-12-21,1.187775,1.189202,1.185017,1.187818,1.187818,0
2017-12-22,1.185157,1.186197,1.181754,1.185733,1.185733,0
2017-12-25,1.185677,1.188495,1.184904,1.185607,1.185607,0
2017-12-26,1.187127,1.187790,1.184750,1.187254,1.187254,0
2017-12-27,1.186099,1.191043,1.185565,1.185789,1.185789,0
2017-12-28,1.190023,1.195500,1.189825,1.190079,1.190079,0
2017-12-29,1.193987,1.202284,1.193802,1.194172,1.194172,0
2018-01-01,1.200495,1.201504,1.199904,1.200495,1.200495,0
2018-01-02,1.201086,1.208094,1.200855,1.201158,1.201158,0
2018-01-03,1.206200,1.206709,1.200495,1.206345,1.206345,0
2018-01-04,1.201129,1.209190,1.200495,1.201043,1.201043,0
2018-01-05,1.206622,1.208459,1.202154,1.206884,1.206884,0
2018-01-08,1.203949,1.205400,1.195972,1.203746,1.203746,0
2018-01-09,1.196960,1.197576,1.191796,1.197046,1.197046,0
2018-01-10,1.192933,1.201634,1.192449,1.192933,1.192933,0
2018-01-11,1.195486,1.205923,1.193118,1.195614,1.195614,0
2018-01-12,1.204210,1.215613,1.204137,1.204210,1.204210,0
2018-01-15,1.219304,1.229900,1.218814,1.219230,1.219230,0
2018-01-16,1.226994,1.228124,1.219676,1.226843,1.226843,0
2018-01-17,1.227144,1.232149,1.219914,1.227129,1.227129,0
2018-01-18,1.218145,1.226257,1.217508,1.218398,1.218398,0
2018-01-19,1.223586,1.229483,1.222031,1.223661,1.223661,0
2018-01-22,1.225595,1.226663,1.221464,1.225550,1.225550,0
2018-01-23,1.225731,1.230700,1.222359,1.225625,1.225625,0
2018-01-24,1.230966,1.240199,1.229513,1.231027,1.231027,0
2018-01-25,1.239603,1.252992,1.238651,1.239111,1.239111,0
2018-01-26,1.239234,1.249016,1.238743,1.239234,1.239234,0
2018-01-29,1.242823,1.243194,1.233806,1.242807,1.242807,0
2018-01-30,1.238175,1.245221,1.233685,1.238114,1.238114,0
2018-01-31,1.240833,1.247661,1.240064,1.240957,1.240957,0
2018-02-01,1.241742,1.248782,1.238651,1.241866,1.241866,0
2018-02-02,1.251267,1.251799,1.241188,1.251001,1.251001,0
2018-02-05,1.244710,1.247816,1.240156,1.244694,1.244694,0
2018-02-06,1.236828,1.242854,1.231618,1.236782,1.236782,0
2018-02-07,1.238145,1.240325,1.227853,1.238129,1.238129,0
2018-02-08,1.226843,1.229453,1.221658,1.226813,1.226813,0
2018-02-09,1.226076,1.228547,1.222643,1.226076,1.226076,0
2018-02-12,1.225340,1.229710,1.223631,1.225280,1.225280,0
2018-02-13,1.230118,1.237200,1.228607,1.230376,1.230376,0
2018-02-14,1.235300,1.241619,1.227853,1.235376,1.235376,0
2018-02-15,1.246712,1.251200,1.245051,1.246727,1.246727,0
2018-02-16,1.250735,1.255808,1.243054,1.250360,1.250360,0
2018-02-19,1.241188,1.243800,1.237103,1.241188,1.241188,0
2018-02-20,1.239910,1.240910,1.232195,1.239864,1.239864,0
2018-02-21,1.233548,1.234701,1.230073,1.233532,1.233532,0
2018-02-22,1.228034,1.235330,1.226166,1.228184,1.228184,0
2018-02-23,1.232605,1.233500,1.228049,1.232666,1.232666,0
2018-02-26,1.228833,1.235483,1.228245,1.228713,1.228713,0
2018-02-27,1.231603,1.234568,1.222315,1.231557,1.231557,0
2018-02-28,1.222210,1.224290,1.218918,1.223032,1.223032,0
2018-03-01,1.219096,1.222180,1.215800,1.219126,1.219126,0
2018-03-02,1.227129,1.233046,1.225280,1.227084,1.227084,0
2018-03-05,1.231846,1.234827,1.227551,1.231542,1.231542,0
